I.Site,II.DeltaFFM_DS_Dur_WS,II.DeltaFFM_DS_Mag_50,II.DeltaFFM_FA_Mag,II.DeltaFFM_Peak_10,II.DeltaFFM_Peak_2,II.DeltaFFM_SP_Dur,II.DeltaFFM_SP_Mag,II.DeltaFFM_SP_Tim,II.DeltaFFM_Wet_BFL_Mag_50,III.Threshold,IV.Prob_ASCI_DS_Dur_WS,IV.Prob_ASCI_DS_Mag_50,IV.Prob_ASCI_Peak_2,IV.Prob_ASCI_SP_Dur,IV.Prob_ASCI_SP_Mag,IV.Prob_ASCI_Wet_BFL_Mag_50,IV.Prob_CSCI_DS_Dur_WS,IV.Prob_CSCI_DS_Mag_50,IV.Prob_CSCI_FA_Mag,IV.Prob_CSCI_Peak_10,IV.Prob_CSCI_SP_Tim,IV.Prob_CSCI_Wet_BFL_Mag_50,V.Result_ASCI_DS_Dur_WS,V.Result_ASCI_DS_Mag_50,V.Result_ASCI_Peak_2,V.Result_ASCI_SP_Dur,V.Result_ASCI_SP_Mag,V.Result_ASCI_Wet_BFL_Mag_50,V.Result_CSCI_DS_Dur_WS,V.Result_CSCI_DS_Mag_50,V.Result_CSCI_FA_Mag,V.Result_CSCI_Peak_10,V.Result_CSCI_SP_Tim,V.Result_CSCI_Wet_BFL_Mag_50,Column Name ,Lookup
402041,0,0.0185,0.605689466,1.29944,0.5308,0,0.2269,0,0.00095,0.7,1,0.438794841,NA,1,0.400056955,0.470667709,1,0.741460253,0.775616004,NA,0.666202388,0.655450006,Current Delta FFM is within limits. Proposed project should not increase duration by more than 32 days or decrease duration by more than 53 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 18 days or decrease duration by more than 24 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 483 cfs or decrease by more than 174 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 21 days or decrease duration by more than 40 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 22 cfs or decrease by more than 61 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
402041,0,0.0185,0.605689466,1.29944,0.5308,0,0.2269,0,0.00095,0.9,1,0.438794841,NA,1,0.400056955,0.470667709,1,0.741460253,0.775616004,NA,0.666202388,0.655450006,Current Delta FFM is within limits. Proposed project should not increase duration by more than 11 days or decrease duration by more than 17 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 6 days or decrease duration by more than 8 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 159 cfs or decrease by more than 59 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 8 days or decrease duration by more than 14 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 9 cfs or decrease by more than 21 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
402041,0,0.0185,0.605689466,1.29944,0.5308,0,0.2269,0,0.00095,0.99,1,0.438794841,NA,1,0.400056955,0.470667709,1,0.741460253,0.775616004,NA,0.666202388,0.655450006,Current Delta FFM is within limits. Proposed project should not increase duration by more than 1 days or decrease duration by more than 2 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.37 cfs or decrease by more than 0.6 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 0.62 days or decrease duration by more than 1 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 16 cfs or decrease by more than 13 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 0.86 days or decrease duration by more than 2 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.16 cfs or decrease by more than 0.52 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.75 cfs or decrease by more than 3 cfs.,,
403010,28,-0.060437738,NA,21.61262,15.6582,-11.5,12.80465,0,-0.083638479,0.7,0.71154848,0.384392152,NA,0.805236584,0.399139223,0.252034346,0.593644424,0.751356818,NA,NA,0.666202388,0.366979497,Current Delta FFM is within limits. Proposed project should not increase duration by more than 4 days or decrease duration by more than 81 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 4 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 29 days or decrease duration by more than 13 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 471 cfs or decrease by more than 187 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 7 days to 68 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
403010,28,-0.060437738,NA,21.61262,15.6582,-11.5,12.80465,0,-0.083638479,0.9,0.71154848,0.384392152,NA,0.805236584,0.399139223,0.252034346,0.593644424,0.751356818,NA,NA,0.666202388,0.366979497,Current Delta FFM is augmented (long). Proposed project can decrease duration by 17 days to 45 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 4  days to 18 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 146 cfs or decrease by more than 71 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 20 days to 42 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
403010,28,-0.060437738,NA,21.61262,15.6582,-11.5,12.80465,0,-0.083638479,0.99,0.71154848,0.384392152,NA,0.805236584,0.399139223,0.252034346,0.593644424,0.751356818,NA,NA,0.666202388,0.366979497,Current Delta FFM is augmented (long). Proposed project can decrease duration by 27 days to 30 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.45 cfs or decrease by more than 0.52 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 10  days to 12 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 26 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 27 days to 30 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.23 cfs or decrease by more than 0.44 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.84 cfs or decrease by more than 3 cfs.,,
403011,8.5,0.441792234,15.95137422,123.82006,78.5691,-32,22.3373,0,0.585918147,0.7,0.914178831,0.433477061,NA,0.47114483,0.398444147,0.468109888,0.891518293,0.716875201,0.623376188,NA,0.666202388,0.650154223,Current Delta FFM is within limits. Proposed project should not increase duration by more than 24 days or decrease duration by more than 61 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 8  days to 50 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 461 cfs or decrease by more than 197 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 31 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 13 days or decrease duration by more than 49 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 76 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 99 cfs.,,
403011,8.5,0.441792234,15.95137422,123.82006,78.5691,-32,22.3373,0,0.585918147,0.9,0.914178831,0.433477061,NA,0.47114483,0.398444147,0.468109888,0.891518293,0.716875201,0.623376188,NA,0.666202388,0.650154223,Current Delta FFM is within limits. Proposed project should not increase duration by more than 2 days or decrease duration by more than 26 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 24  days to 38 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 137 cfs or decrease by more than 81 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 0.6 days to 22 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.81 cfs or decrease by more than 2 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 7 to 36 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 6 cfs or decrease by more than 33 cfs.,,
403011,8.5,0.441792234,15.95137422,123.82006,78.5691,-32,22.3373,0,0.585918147,0.99,0.914178831,0.433477061,NA,0.47114483,0.398444147,0.468109888,0.891518293,0.716875201,0.623376188,NA,0.666202388,0.650154223,Current Delta FFM is augmented (long). Proposed project can decrease duration by 7 days to 11 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.05 to 1 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 31  days to 33 days.,Current Delta FFM is augmented. Proposed project can decrease by 6 to 35 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.47 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 8 days to 10 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.27 to 0.94 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 14 to 19 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.17 cfs or decrease by more than 4 cfs.,,
501020,3,0.507753542,NA,39.62436,35.8923,-1,20.2275,0,0.43815,0.7,0.97005704,0.432649742,NA,1,0.398597948,0.468755864,0.963928301,0.71291916,NA,NA,0.666202388,0.651495546,Current Delta FFM is within limits. Proposed project should not increase duration by more than 29 days or decrease duration by more than 56 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 19 days or decrease duration by more than 23 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 463 cfs or decrease by more than 194 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 18 days or decrease duration by more than 43 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 99 cfs.,,
501020,3,0.507753542,NA,39.62436,35.8923,-1,20.2275,0,0.43815,0.9,0.97005704,0.432649742,NA,1,0.398597948,0.468755864,0.963928301,0.71291916,NA,NA,0.666202388,0.651495546,Current Delta FFM is within limits. Proposed project should not increase duration by more than 8 days or decrease duration by more than 20 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 7 days or decrease duration by more than 7 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 139 cfs or decrease by more than 79 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 5 days or decrease duration by more than 17 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.75 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
501020,3,0.507753542,NA,39.62436,35.8923,-1,20.2275,0,0.43815,0.99,0.97005704,0.432649742,NA,1,0.398597948,0.468755864,0.963928301,0.71291916,NA,NA,0.666202388,0.651495546,Current Delta FFM is augmented (long). Proposed project can decrease duration by 2 days to 5 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.12 to 1 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 2 days or decrease duration by more than 0.23 days.,Current Delta FFM is augmented. Proposed project can decrease by 4 to 33 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.62 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 2 days to 5 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.33 to 1 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.32 cfs or decrease by more than 4 cfs.,,
502010,13,0.671694888,NA,100.8379,87.5721,-3,38.3098,0,0.52761823,0.7,0.867750565,0.430595143,NA,0.961809413,0.397280426,0.468364736,0.826988936,0.702945292,NA,NA,0.666202388,0.650683709,Current Delta FFM is within limits. Proposed project should not increase duration by more than 19 days or decrease duration by more than 66 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 21 days or decrease duration by more than 21 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 445 cfs or decrease by more than 212 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 31 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 8 days or decrease duration by more than 53 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 5 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 99 cfs.,,
502010,13,0.671694888,NA,100.8379,87.5721,-3,38.3098,0,0.52761823,0.9,0.867750565,0.430595143,NA,0.961809413,0.397280426,0.468364736,0.826988936,0.702945292,NA,NA,0.666202388,0.650683709,Current Delta FFM is augmented (long). Proposed project can decrease duration by 2 days to 30 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 9 days or decrease duration by more than 5 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 121 cfs or decrease by more than 97 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 5 days to 27 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.58 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 6 cfs or decrease by more than 33 cfs.,,
502010,13,0.671694888,NA,100.8379,87.5721,-3,38.3098,0,0.52761823,0.99,0.867750565,0.430595143,NA,0.961809413,0.397280426,0.468364736,0.826988936,0.702945292,NA,NA,0.666202388,0.650683709,Current Delta FFM is augmented (long). Proposed project can decrease duration by 12 days to 15 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.28 to 1 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 2  days to 4 days.,Current Delta FFM is augmented. Proposed project can decrease by 22 to 51 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.53 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 12 days to 15 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.5 to 1 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.23 cfs or decrease by more than 4 cfs.,,
502011,0,0.557276168,NA,78.46758,70.7569,-16,26.5364,0,0.422604023,0.7,1,0.432028851,NA,0.726406051,0.398138098,0.46882383,1,0.709927434,NA,NA,0.666202388,0.651636522,Current Delta FFM is within limits. Proposed project should not increase duration by more than 32 days or decrease duration by more than 53 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 34 days or decrease duration by more than 8 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 457 cfs or decrease by more than 201 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 21 days or decrease duration by more than 40 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 99 cfs.,,
502011,0,0.557276168,NA,78.46758,70.7569,-16,26.5364,0,0.422604023,0.9,1,0.432028851,NA,0.726406051,0.398138098,0.46882383,1,0.709927434,NA,NA,0.666202388,0.651636522,Current Delta FFM is within limits. Proposed project should not increase duration by more than 11 days or decrease duration by more than 17 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 8  days to 22 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 133 cfs or decrease by more than 85 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 8 days or decrease duration by more than 14 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.7 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
502011,0,0.557276168,NA,78.46758,70.7569,-16,26.5364,0,0.422604023,0.99,1,0.432028851,NA,0.726406051,0.398138098,0.46882383,1,0.709927434,NA,NA,0.666202388,0.651636522,Current Delta FFM is within limits. Proposed project should not increase duration by more than 1 days or decrease duration by more than 2 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.17 to 1 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 15  days to 17 days.,Current Delta FFM is augmented. Proposed project can decrease by 11 to 39 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.63 cfs or decrease by more than 3 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 0.86 days or decrease duration by more than 2 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.38 to 1 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.33 cfs or decrease by more than 4 cfs.,,
502020,7.5,0.241994008,NA,26.52304,27.7185,-12,13.8449,0,0.195219996,0.7,0.92441975,0.435985275,NA,0.796333313,0.399063353,0.46981807,0.90525104,0.728654484,NA,NA,0.666202388,0.653695458,Current Delta FFM is within limits. Proposed project should not increase duration by more than 25 days or decrease duration by more than 60 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 30 days or decrease duration by more than 12 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 470 cfs or decrease by more than 188 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 14 days or decrease duration by more than 48 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
502020,7.5,0.241994008,NA,26.52304,27.7185,-12,13.8449,0,0.195219996,0.9,0.92441975,0.435985275,NA,0.796333313,0.399063353,0.46981807,0.90525104,0.728654484,NA,NA,0.666202388,0.653695458,Current Delta FFM is within limits. Proposed project should not increase duration by more than 3 days or decrease duration by more than 25 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 4  days to 18 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 145 cfs or decrease by more than 72 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 0.4 days or decrease duration by more than 21 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
502020,7.5,0.241994008,NA,26.52304,27.7185,-12,13.8449,0,0.195219996,0.99,0.92441975,0.435985275,NA,0.796333313,0.399063353,0.46981807,0.90525104,0.728654484,NA,NA,0.666202388,0.653695458,Current Delta FFM is augmented (long). Proposed project can decrease duration by 6 days to 10 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.15 cfs or decrease by more than 0.83 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 11  days to 13 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 2 cfs or decrease by more than 27 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.86 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 7 days to 9 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.07 to 0.74 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.56 cfs or decrease by more than 3 cfs.,,
